"","dates","Molecular positivity","Molecular & Antigen samples","Serological positivity","Serological sample","SINADEF excess of death","MINSA death","DIRESA & DIRIS death","DIRESA & DIRIS infected","free UCI´s bed %","Vaccinated-1st ","Vaccinated-2nd ","Vaccinated-3rd ","Vaccinated-4th","Vaccinated-5th","Vaccinated-6th"
"95",2020-06-06,42.7002265446224,4369,19.82,14584,45.8436245964085,568,NA,NA,0.134087237479806,0,0,0,0,0,0
"96",2020-06-07,28.8139339086508,4750,24.89,7279,40.0699926504668,639,616,4929,0.137710168134508,0,0,0,0,0,0
"97",2020-06-08,29.6613548951049,3431,14.91,20275,45.2514572173375,607,616,4929,0.141129032258065,0,0,0,0,0,0
"98",2020-06-09,31.7321318790283,4033,15.84,24032,41.9945366324474,643,616,4929,0.1376,0,0,0,0,0,0
"99",2020-06-10,27.512383061168,3612,21.51,23110,42.4386621667506,616,NA,NA,0.126003210272873,0,0,0,0,0,0
"100",2020-06-11,28.0425793650794,3779,16.81,29160,41.0569382822517,610,101,3685,0.138544891640867,0,0,0,0,0,0
"101",2020-06-12,28.5933410942957,4294,16.81,18766,44.2151643039634,530,101,3686,0.140092879256966,0,0,0,0,0,0
"102",2020-06-13,30.911496149615,3635,18.58,18727,44.2645115855526,614,NA,NA,0.131007751937985,0,0,0,0,0,0
"103",2020-06-14,24.0031867196368,3523,19.89,12116,42.6360512931075,591,NA,NA,0.142746913580247,0,0,0,0,0,0
"104",2020-06-15,30.6427421264504,4222,18.04,15905,44.0671224591957,549,173,5282,0.150611620795107,0,0,0,0,0,0
"105",2020-06-16,32.6005093131548,3435,14.73,17871,43.326913235357,538,172,5281,0.129429892141757,0,0,0,0,0,0
"106",2020-06-17,30.1027828379674,4171,12.58,17685,43.7216914880709,553,173,5282,0.13914373088685,0,0,0,0,0,0
"107",2020-06-18,22.8537728139472,3670,15.13,17829,39.1323943002712,528,173,5282,0.12681436210848,0,0,0,0,0,0
"108",2020-06-19,30.1341732283465,1904,14.64,19393,44.0671224591957,526,172,5281,0.137329286798179,0,0,0,0,0,0
"109",2020-06-20,31.7519329438659,3936,13.26,17710,40.0206453688776,531,173,5282,0.125382262996942,0,0,0,0,0,0
"110",2020-06-21,27.0681384143671,2282,16.55,11439,39.5271725529851,540,173,5282,0.122448979591837,0,0,0,0,0,0
"111",2020-06-22,27.2232364629906,4025,12.74,17791,38.8363106107357,537,172,5281,0.121326299924642,0,0,0,0,0,0
"112",2020-06-23,30.0941598758246,5153,13.9,16754,38.9843524555034,503,173,5282,0.12937595129376,0,0,0,0,0,0
"113",2020-06-24,29.9743836642937,5337,13.92,16615,38.9843524555034,561,172,5281,0.119459053343351,0,0,0,0,0,0
"114",2020-06-25,28.8844000775344,5158,14.42,15758,38.5402269212002,532,173,5282,0.118401206636501,0,0,0,0,0,0
"115",2020-06-26,24.1750873628606,4921,15.52,15693,37.0598084735229,546,173,5282,0.117602996254682,0,0,0,0,0,0
"116",2020-06-27,33.8265017949741,2506,14.78,17471,39.5271725529851,573,172,5281,0.111861861861862,0,0,0,0,0,0
"117",2020-06-28,32.7143919885551,2096,16.01,14116,39.3297834266281,536,173,5282,0.113023952095808,0,0,0,0,0,0
"118",2020-06-29,31.9088547486034,2863,12.72,15199,38.2441432316648,589,173,5282,0.104874446085672,0,0,0,0,0,0
"119",2020-06-30,33.4264340770791,2464,13.93,17519,39.1817415818604,564,NA,NA,0.105571847507331,0,0,0,0,0,0
"120",2020-07-01,34.6093868792152,3261,13.6,17631,37.7013231341831,546,NA,NA,0.105691056910569,0,0,0,0,0,0
"121",2020-07-02,31.6295852534562,3037,14.91,17671,38.5895742027895,577,NA,NA,0.101321585903084,0,0,0,0,0,0
"122",2020-07-03,32.167468847352,2567,14.45,18374,39.2310888634497,526,NA,NA,0.105685131195335,0,0,0,0,0,0
"123",2020-07-04,30.6703794292882,3188,14.99,17748,37.8493649789508,586,NA,NA,0.0991253644314869,0,0,0,0,0,0
"124",2020-07-05,32.7701973684211,3343,13.03,14501,43.129524109,590,NA,NA,0.0983606557377049,0,0,0,0,0,0
"125",2020-07-06,32.2715364446775,3813,13.93,16825,40.0699926504668,597,NA,NA,0.1015625,0,0,0,0,0,0
"126",2020-07-07,34.5326101839966,4673,12.38,16315,41.7478002245011,601,NA,NA,0.0888575458392101,0,0,0,0,0,0
"127",2020-07-08,30.8502155992391,3153,14.4,17809,40.51411818477,599,NA,NA,0.0871687587168759,0,0,0,0,0,0
"128",2020-07-09,26.1036533787069,4113,13.33,15935,38.8363106107357,620,NA,NA,0.0868055555555556,0,0,0,0,0,0
"129",2020-07-10,27.8709451120494,3078,12.37,17838,40.2180344952345,582,NA,NA,0.0829268292682926,0,0,0,0,0,0
"130",2020-07-11,35.4291653928462,3270,13.87,17719,43.0801768274108,608,NA,NA,0.0811188811188811,0,0,0,0,0,0
"131",2020-07-12,38.1083139178418,3261,16.82,15187,43.9190806144279,608,NA,NA,0.0811373092926491,0,0,0,0,0,0
"132",2020-07-13,28.9332304093567,4274,15.7,15968,42.8827877010538,593,NA,NA,0.0888429752066116,0,0,0,0,0,0
"133",2020-07-14,29.6354789505796,6555,14.22,13456,42.8334404194645,636,NA,NA,0.100207325501037,0,0,0,0,0,0
"134",2020-07-15,32.6739738152314,5422,14.31,14609,44.0671224591957,602,NA,NA,0.1,0,0,0,0,0,0
"135",2020-07-16,33.3345353220784,6100,13.76,13933,42.2906203219828,621,NA,NA,0.105729877216917,0,0,0,0,0,0
"136",2020-07-17,29.8348693259972,5815,17.96,12407,42.8827877010538,630,NA,NA,0.113168724279835,0,0,0,0,0,0
"137",2020-07-18,31.4235195876289,4849,15.87,16173,44.3632061487311,589,NA,NA,0.112397820163488,0,0,0,0,0,0
"138",2020-07-19,28.0513501849568,3243,17.84,17828,42.6360512931075,621,NA,NA,0.0999329309188464,0,0,0,0,0,0
"139",2020-07-20,29.0838873712965,4758,15.01,20133,44.0671224591957,628,NA,NA,0.105298013245033,0,0,0,0,0,0
"140",2020-07-21,28.7037423714037,4587,15.74,19986,42.0932311956259,666,NA,NA,0.0895819508958196,0,0,0,0,0,0
"141",2020-07-22,28.3147854907015,5430,15.37,19565,45.8436245964085,619,NA,NA,0.0903732809430255,0,0,0,0,0,0
"142",2020-07-23,29.563957907642,4893,17,20100,45.0540680909805,594,NA,NA,0.0878334417696812,0,0,0,0,0,0
"143",2020-07-24,27.9855187319885,6245,13.51,16097,41.7971475060904,608,NA,NA,0.0900958466453674,0,0,0,0,0,0
"144",2020-07-25,27.454222596255,4752,18.61,19390,43.2282186721785,638,NA,NA,0.0846055979643766,0,0,0,0,0,0
"145",2020-07-26,31.351946584489,3893,22.95,16116,42.8334404194645,676,NA,NA,0.0930528999362651,0,0,0,0,0,0
"146",2020-07-27,26.4144612159329,4769,25.67,15692,44.8073316830343,580,NA,NA,0.0922391857506362,0,0,0,0,0,0
"147",2020-07-28,21.8142578947368,3799,25.39,19096,44.9060262462128,666,NA,NA,0.0943275971956661,0,0,0,0,0,0
"148",2020-07-29,29.0924825626453,3870,27.36,20772,42.7840931378753,663,NA,NA,0.100508905852417,0,0,0,0,0,0
"149",2020-07-30,23.7059996625612,5926,24.11,24216,43.7710387696602,604,NA,NA,0.0923076923076923,0,0,0,0,0,0
"150",2020-07-31,23.7659388347856,5852,25.56,23700,43.6723442064817,635,318,11758,0.096732863549007,0,0,0,0,0,0
"151",2020-08-01,26.4254789599726,5845,25.29,20253,46.1890555675332,671,NA,NA,0.0938697318007663,0,0,0,0,0,0
"152",2020-08-02,28.0623535821302,3670,31.75,10141,42.4880094483398,662,NA,NA,0.098537825810553,0,0,0,0,0,0
"153",2020-08-03,30.2727490421456,4175,30.44,18152,47.1266539177288,591,NA,NA,0.0984752223634053,0,0,0,0,0,0
"154",2020-08-04,28.1852820083682,5974,29.39,20587,46.5838338202471,637,NA,NA,0.0934520025429116,0,0,0,0,0,0
"155",2020-08-05,30.0338505629478,4884,28.98,21800,43.2775659537677,592,NA,NA,0.0983810709838107,0,0,0,0,0,0
"156",2020-08-06,25.4263219554527,6913,29.61,22651,44.9553735278021,626,NA,NA,0.0855548667079975,0,0,0,0,0,0
"157",2020-08-07,22.1248088200798,4262,29.24,21184,45.6955827516407,661,NA,NA,0.0802469135802469,0,0,0,0,0,0
"158",2020-08-08,20.0767194902794,6120,30.23,19132,44.8566789646236,656,NA,NA,0.082716049382716,0,0,0,0,0,0
"159",2020-08-09,25.4449171160375,5006,33.7,11381,44.8073316830343,590,NA,NA,0.082158185162477,0,0,0,0,0,0
"160",2020-08-10,23.6836470903728,3728,30.14,18793,43.8203860512494,550,NA,NA,0.0813953488372093,0,0,0,0,0,0
"161",2020-08-11,23.6970500373413,8033,30.53,22832,40.1193399320561,614,NA,NA,0.0754830917874396,0,0,0,0,0,0
"162",2020-08-12,25.3372819907755,9322,29.22,24228,44.3632061487311,577,NA,NA,0.0803357314148681,0,0,0,0,0,0
"163",2020-08-13,26.9465167377536,7736,30.51,20372,45.74493003323,519,NA,NA,0.0711700844390832,0,0,0,0,0,0
"164",2020-08-14,24.987056190364,8488,30,24619,45.2514572173375,514,NA,NA,0.077710843373494,0,0,0,0,0,0
"165",2020-08-15,24.9376046868997,10411,30.47,24772,39.8232562425206,524,NA,NA,0.0811138014527845,0,0,0,0,0,0
"166",2020-08-16,23.4864126450825,6547,29.36,13655,39.2804361450389,521,NA,NA,0.0755287009063444,0,0,0,0,0,0
"167",2020-08-17,23.2371717171717,8216,34.59,17113,42.6853985746968,529,NA,NA,0.0828796128251663,0,0,0,0,0,0
"168",2020-08-18,24.3073123272526,9044,28.72,24024,39.5765198345744,518,NA,NA,0.0865904990980156,0,0,0,0,0,0
"169",2020-08-19,26.2169007092199,8459,27.45,23392,35.7767791522025,531,NA,NA,0.081242532855436,0,0,0,0,0,0
"170",2020-08-20,23.677200283755,8457,30.39,23053,35.5300427442563,445,NA,NA,0.103160405485987,0,0,0,0,0,0
"171",2020-08-21,21.2274362999638,8280,27.51,26937,38.293490513254,495,NA,NA,0.0895432692307693,0,0,0,0,0,0
"172",2020-08-22,21.1569275446493,6886,26.97,28307,35.0365699283638,484,NA,NA,0.0884638374178123,0,0,0,0,0,0
"173",2020-08-23,18.8964,5249,32.08,15962,39.2804361450389,432,NA,NA,0.0887290167865707,0,0,0,0,0,0
"174",2020-08-24,25.9749336973479,5127,27.21,20624,37.9974068237185,394,NA,NA,0.100535395597858,0,0,0,0,0,0
"175",2020-08-25,20.8641556986838,3570,26.88,19536,36.3689465312735,428,NA,NA,0.0936573799644339,0,0,0,0,0,0
"176",2020-08-26,21.5972225794008,7776,26.86,25833,34.0989715781682,381,NA,NA,0.103957471943296,0,0,0,0,0,0
"177",2020-08-27,17.3276581081081,7399,24.55,27218,35.0859172099531,405,NA,NA,0.104056437389771,0,0,0,0,0,0
"178",2020-08-28,20.9475230550958,8457,31.9,24146,33.3094150727403,363,NA,NA,0.105729474305966,0,0,0,0,0,0
"179",2020-08-29,16.4978493222106,7671,23.51,27500,30.7927037116888,366,NA,NA,0.102670623145401,0,0,0,0,0,0
"180",2020-08-30,17.4769116607774,5659,21.17,18333,30.6446618669211,361,NA,NA,0.119174041297935,0,0,0,0,0,0
"181",2020-08-31,20.1262275112444,5335,33.89,11857,29.3616325456007,353,NA,NA,0.124854142357059,0,0,0,0,0,0
"182",2020-09-01,16.5068854933032,5300,29.56,18377,28.7201178849405,333,NA,NA,0.118782913984786,0,0,0,0,0,0
"183",2020-09-02,17.5276523369492,7466,24.16,22349,30.7433564300995,325,NA,NA,0.123536299765808,0,0,0,0,0,0
"184",2020-09-03,13.2582888114595,7748,22.05,25738,26.79557390296,325,NA,NA,0.119244391971665,0,0,0,0,0,0
"185",2020-09-04,15.9880634613056,8256,21.99,25167,28.5720760401728,308,NA,NA,0.128413712957583,0,0,0,0,0,0
"186",2020-09-05,14.927712228011,6525,27.02,19620,27.0423103109062,299,NA,NA,0.132361516034985,0,0,0,0,0,0
"187",2020-09-06,16.942217630854,2177,25.25,4868,25.0190717657471,294,NA,NA,0.132523148148148,0,0,0,0,0,0
"188",2020-09-07,20.3866258480887,6042,31.53,10730,26.8449211845492,280,NA,NA,0.136337039204213,0,0,0,0,0,0
"189",2020-09-08,13.7580286532951,6979,30.36,18534,25.0684190473364,289,NA,NA,0.146697837521917,0,0,0,0,0,0
"190",2020-09-09,15.5979503350414,7610,29.51,20685,25.0190717657471,290,NA,NA,0.148899188876014,16,0,0,0,0,0
"191",2020-09-10,13.4980940279543,7082,30.35,18607,24.6736407946224,260,0,4928,0.154335260115607,2,0,0,0,0,0
"192",2020-09-11,13.8581615598886,7538,26.15,19565,25.2164608921041,257,0,4929,0.161551823972206,4,0,0,0,0,0
"193",2020-09-12,13.4680696474635,6977,32.55,17963,24.0321261339622,250,0,4929,0.160919540229885,7,0,0,0,0,0
"194",2020-09-13,11.798014470806,5942,29.92,11831,23.1438750653558,293,1,4929,0.158840579710145,0,0,0,0,0,0
"195",2020-09-14,12.477734204793,5507,35.77,9710,23.8347370076053,248,0,4929,0.16551724137931,4,0,0,0,0,0
"196",2020-09-15,19.1452268195414,4011,27.67,20283,23.5386533180698,239,0,4929,0.167727009832273,3,0,0,0,0,0
"197",2020-09-16,9.85849580472921,6554,31.65,15963,22.9464859389989,240,1,4928,0.160486674391657,5,0,0,0,0,0
"198",2020-09-17,14.0881355035067,7556,28.27,18569,22.6010549678741,223,0,4929,0.175275681950087,8,0,0,0,0,0
"199",2020-09-18,20.3357133825079,4744,24.54,22361,20.0843436068227,215,0,4929,0.173913043478261,9,0,0,0,0,0
"200",2020-09-19,19.3057041156841,4494,24.18,21351,21.6141093360892,224,1,4929,0.186781609195402,10,0,0,0,0,0
"201",2020-09-20,16.2250412465628,3272,22.68,13609,20.6271637043043,236,0,4929,0.186921296296296,0,0,0,0,0,0
"202",2020-09-21,11.2477771191464,5060,38,9118,21.4660674913215,169,0,4929,0.190978324545987,7,0,0,0,0,0
"203",2020-09-22,13.8982277189851,7842,26.81,18869,18.8506615670915,208,1,4929,0.194638694638695,6,0,0,0,0,0
"204",2020-09-23,9.89909299129638,10914,31.91,16151,19.146745256627,181,0,4928,0.202797202797203,10,0,0,0,0,0
"205",2020-09-24,8.46920633433283,10671,31.62,15021,18.2584941880206,163,0,4929,0.205038078500293,7,0,0,0,0,0
"206",2020-09-25,7.61925462193094,10222,36.04,13262,19.8869544804657,187,1,4929,0.200233508464682,12,0,0,0,0,0
"207",2020-09-26,6.43935651478817,10007,36.74,12291,20.3310800147689,162,616,4929,0.207723815096548,12,0,0,0,0,0
"208",2020-09-27,5.09942359855335,8847,46.33,6391,16.9754648667002,174,616,4929,0.200234879624193,0,0,0,0,0,0
"209",2020-09-28,12.2378515007899,5696,32.43,7267,20.2817327331796,188,616,4929,0.195497630331754,7,0,0,0,0,0
"210",2020-09-29,11.1781005776419,5885,29.5,8145,17.0248121482895,171,616,4929,0.197984588026082,5,0,0,0,0,0
"211",2020-09-30,12.6979895520025,6316,28.19,9456,16.926117585111,179,100,3685,0.197225572979493,14,12,0,0,0,0
"212",2020-10-01,7.01922439509446,9050,48.81,5392,17.3208958378249,183,101,3685,0.210716435881999,13,3,0,0,0,0
"213",2020-10-02,22.7936631461923,3597,18.97,13709,15.7417828269691,152,101,3686,0.22,18,4,0,0,0,0
"214",2020-10-03,13.9875804219993,5781,35.75,6644,17.4689376825927,164,204,12520,0.23137492428831,16,6,0,0,0,0
"215",2020-10-04,9.81806768988587,5081,33.56,3966,17.4689376825927,154,172,5281,0.225885225885226,0,0,0,0,0,0
"216",2020-10-05,5.07942953396968,8904,52.08,4758,15.7417828269691,138,173,5282,0.237246465888138,11,3,0,0,0,0
"217",2020-10-06,7.50897123287671,7299,37.91,5764,17.7650213721281,152,172,5281,0.23747680890538,28,4,0,0,0,0
"218",2020-10-07,9.16896208262592,8834,33.16,6459,17.6663268089497,153,173,5282,0.234820322180917,14,5,0,0,0,0
"219",2020-10-08,7.86915954720205,9363,26.94,14865,16.9754648667002,139,173,5282,0.244207889793363,19,5,0,0,0,0
"220",2020-10-09,8.17916945882831,9848,14.55,13242,17.9624104984851,132,172,5281,0.238035264483627,17,11,0,0,0,0
"221",2020-10-10,7.03893252463988,6594,14.04,20082,15.9391719533261,151,173,5282,0.245692405871091,15,5,0,0,0,0
"222",2020-10-11,8.6478567888999,4035,12.99,11174,14.9522263215412,131,173,5282,0.246143958868895,0,0,0,0,0,0
"223",2020-10-12,6.48844065353196,4161,16.64,15224,17.7650213721281,126,172,5281,0.255441741357234,11,7,0,0,0,0
"224",2020-10-13,7.2691353472883,8407,15.92,14865,16.1859083612723,146,173,5282,0.263260025873221,20,6,0,0,0,0
"225",2020-10-14,5.57922164876552,7168,14.96,15968,14.1626698161133,143,172,5281,0.263461538461538,9,8,0,0,0,0
"226",2020-10-15,5.54938374417055,9005,14.9,14612,15.3470045742551,132,173,5282,0.266666666666667,9,11,0,0,0,0
"227",2020-10-16,6.91890972112809,6346,14.92,18049,17.123506711468,117,173,5282,0.287049399198932,13,7,0,0,0,0
"228",2020-10-17,6.18912767756483,7095,15.91,16887,15.6430882637906,119,172,5281,0.2905317769131,21,14,0,0,0,0
"229",2020-10-18,8.17839576387527,5098,12.74,14007,14.0639752529348,109,173,5282,0.286649214659686,9,0,0,0,0,0
"230",2020-10-19,15.4379366564212,7482,15.06,13860,15.7417828269691,95,173,5282,0.299934938191282,21,8,0,0,0,0
"231",2020-10-20,5.92913582046051,6861,14.67,16087,16.33395020604,128,1115,18360,0.295938104448743,18,5,0,0,0,0
"232",2020-10-21,8.24892255452527,7656,15.24,15475,15.3963518558444,115,0,1498,0.307248236048749,17,16,0,0,0,0
"233",2020-10-22,6.69927863910422,9287,15.06,17381,13.915933408167,123,28,2495,0.314510833880499,16,11,0,0,0,0
"234",2020-10-23,5.74934532619834,8782,16.58,15640,16.728728458754,112,0,1613,0.313276651406148,12,14,0,0,0,0
"235",2020-10-24,5.0592987804878,7215,14.04,15218,15.1989627294874,133,3247.71058408467,NA,0.30609597924773,24,15,0,0,0,0
"236",2020-10-25,5.16895954920507,4968,13.44,11923,14.7548371951842,96,46,1200,0.313686967910937,4,0,0,0,0,0
"237",2020-10-26,4.39948574100047,8555,13,11903,15.3470045742551,118,80,1603,0.304918032786885,13,8,0,0,0,0
"238",2020-10-27,5.30927020340847,7275,13.67,14959,12.1394312709542,112,68,1211,0.310615989515072,15,26,0,0,0,0
"239",2020-10-28,5.11945699437904,9428,15.52,14070,13.3731133106854,101,296,5232,0.309554973821989,5,17,0,0,0,0
"240",2020-10-29,5.29918134074761,6473,22.62,9916,14.5574480688272,133,1938,51282,0.305866842452208,6,21,0,0,0,0
"241",2020-10-30,2.76976371236032,11722,12.5,15990,15.0015736031304,103,71,1075,0.316480630334865,5,16,0,0,0,0
"242",2020-10-31,5.27937647614549,8467,17.07,11489,13.7678915633993,113,78,932,0.314266929651545,14,15,0,0,0,0
"243",2020-11-01,5.41706233062331,1844,13,11801,15.6430882637906,98,81,1385,0.327858081471748,0,0,0,0,0,0
"244",2020-11-02,7.16896730519948,6942,18.19,10222,15.1002681663089,108,73,1960,0.31641397495056,5,10,0,0,0,0
"245",2020-11-03,5.98945040829434,10898,18.36,12160,16.728728458754,115,79,1446,0.307232913072329,9,17,0,0,0,0
"246",2020-11-04,8.02884841531622,6972,18.27,13001,16.33395020604,111,93,1776,0.318212141427618,8,11,0,0,0,0
"247",2020-11-05,3.9896369757074,10990,18.19,12878,13.6198497186316,103,83,1995,0.324,10,6,0,0,0,0
"248",2020-11-06,4.74940506012024,7983,17.46,12187,15.4456991374336,100,NA,4169,0.328010645375915,7,11,0,0,0,0
"249",2020-11-07,5.64928769541099,7931,17.18,10914,13.0276823395606,129,3247.71058408467,4170,0.326935804103243,5,16,0,0,0,0
"250",2020-11-08,4.22910210146466,4710,17.03,5844,13.7678915633993,107,NA,34690,0.327102803738318,0,9,0,0,0,0
"251",2020-11-09,4.8791985547709,6088,16.77,9584,13.0276823395606,73,3247.71058408467,34691,0.333557498318763,8,18,0,0,0,0
"252",2020-11-10,4.90942780561706,8580,17.79,12110,16.6300338955755,96,94,1861,0.350736278447122,10,18,0,0,0,0
"253",2020-11-11,4.44942632461003,7756,16.08,11731,14.5574480688272,105,2027,3940,0.340681362725451,9,13,0,0,0,0
"254",2020-11-12,5.42939659962218,8998,16.2,11876,13.7678915633993,100,82,1681,0.334452652787105,8,14,0,0,0,0
"255",2020-11-13,4.84957106217387,11306,14.02,12132,16.728728458754,91,1277,42433,0.326806212018906,7,21,0,0,0,0
"256",2020-11-14,4.93937563195147,7911,17.74,9702,15.0015736031304,111,NA,22144,0.328378378378378,10,21,0,0,0,0
"257",2020-11-15,3.84949895887559,7683,17.3,5554,13.4718078738638,115,3247.71058408467,22144,0.341216216216216,0,6,0,0,0,0
"258",2020-11-16,4.49928909952607,6329,15.33,8989,14.0639752529348,91,531,11280,0.342837746096402,10,15,0,0,0,0
"259",2020-11-17,4.46952758402029,9461,13.46,11867,15.3963518558444,113,445,8877,0.342567567567568,5,16,0,0,0,0
"260",2020-11-18,3.11971836071493,11077,14.51,11162,14.1626698161133,110,319,11778,0.334685598377282,6,4,0,0,0,0
"261",2020-11-19,4.50958958958959,10988,15.03,11138,12.5835568052574,94,318,11758,0.34349593495935,6,4,0,0,0,0
"262",2020-11-20,5.0394385026738,8975,14.9,10349,15.2976572926659,106,318,11758,0.341333333333333,15,3,0,0,0,0
"263",2020-11-21,4.12958083832335,9852,13.1,9022,13.7185442818101,94,308,85943,0.335795836131632,21,11,0,0,0,0
"264",2020-11-22,3.74935754668494,5836,15.56,4292,13.4718078738638,98,376,8096,0.338937457969065,0,0,0,0,0,0
"265",2020-11-23,6.40911206538302,7218,15.58,9110,14.4587535056487,94,257,12195,0.340254521098459,12,7,0,0,0,0
"266",2020-11-24,4.52957348648903,10620,14.43,10665,14.8041844767735,120,285,11754,0.336993822923816,11,11,0,0,0,0
"267",2020-11-25,5.3791531559893,6352,14.28,10826,12.9783350579714,109,397,16690,0.343223196223871,20,8,0,0,0,0
